,Primary ID,BatchID,Time,Ethanol,Temperature,Molasses flow,NH3 flow,Air flow,Level,pH
162,163,ab,13.1667,0.02044,33.3875,89.1184,0.08929,6751.62,55.7359,6.19871
163,164,ab,13.3333,0.01923,33.5444,70.9884,0.08214,6782.16,55.702,6.3307
164,165,ab,13.5,0.01803,33.6343,15.7079,0.06429,6762.09,55.6529,6.41065
165,166,ab,13.6667,0.01688,33.6262,-0.92613,0.08929,6766.62,55.66,6.45561
166,167,Ba,0.0,0.03748,35.7145,478.196,23.7236,1842.99,41.738,4.74916
167,168,Ba,0.166667,0.0589,33.6153,1089.93,79.4786,2154.35,41.8353,4.72612
168,169,Ba,0.333333,0.22471,31.4477,1110.98,81.7717,2342.81,41.9245,5.09084
169,170,Ba,0.5,0.38293,30.3056,1109.91,81.0109,2518.66,42.0182,5.04351
170,171,Ba,0.666667,0.52197,30.1153,1107.82,80.1929,2704.02,42.0932,5.11628
171,172,Ba,0.833333,0.59908,30.3526,1125.21,80.9073,2878.89,42.194,5.01217
172,173,Ba,1.0,0.62089,30.5014,1172.53,86.2506,3059.62,42.2778,5.05936
173,174,Ba,1.16667,0.62648,30.492,1223.96,89.2116,3250.84,42.3894,5.11921
174,175,Ba,1.33333,0.6288,30.3847,1280.65,94.4121,3361.74,42.4982,5.06234
175,176,Ba,1.5,0.64116,30.3445,1327.71,98.291,3609.83,42.5999,5.0456
176,177,Ba,1.66667,0.63781,30.3887,1385.22,102.406,3668.03,42.7231,5.06487
177,178,Ba,1.83333,0.6239,30.4464,1454.89,107.695,3894.62,42.8382,5.11761
178,179,Ba,2.0,0.63695,30.4196,1505.33,119.947,4061.93,42.9684,5.07876
179,180,Ba,2.16667,0.63682,30.4062,1567.77,124.486,4228.1,43.1022,5.0702
180,181,Ba,2.33333,0.66893,30.3954,1597.76,127.286,4396.04,43.2432,5.126
181,182,Ba,2.5,0.67144,30.4209,1656.4,132.112,4567.0,43.386,5.11894
182,183,Ba,2.66667,0.70631,30.4156,1681.32,134.848,4734.58,43.5261,5.13049
183,184,Ba,2.83333,0.74649,30.3981,1700.38,136.08,4955.13,43.6768,5.08862
184,185,Ba,3.0,0.7561,30.3927,1753.02,139.988,5041.68,43.8232,5.14389
185,186,Ba,3.16667,0.78523,30.3834,1789.94,143.72,5235.29,43.9784,5.09226
186,187,Ba,3.33333,0.78758,30.4544,1866.04,150.078,5409.99,44.139,5.12769
187,188,Ba,3.5,0.80584,30.3512,1920.31,155.1,5567.98,44.3032,5.12685
188,189,Ba,3.66667,0.82882,30.3834,1966.7,158.743,5743.83,44.47,5.14043
189,190,Ba,3.83333,0.86716,30.3713,1997.59,161.275,5910.08,44.6485,5.13346
190,191,Ba,4.0,0.9071,30.3592,2022.97,163.65,6052.07,44.8242,5.13546
191,192,Ba,4.16667,0.94735,30.3646,2040.93,164.861,6160.83,44.9857,5.13311
192,193,Ba,4.33333,0.97196,30.3485,2077.77,168.044,6300.16,45.182,5.1383
193,194,Ba,4.5,1.01174,30.3458,2099.85,169.983,6404.13,45.3542,5.13772
194,195,Ba,4.66667,1.04313,30.3552,2125.44,172.358,6517.15,45.5451,5.13684
195,196,Ba,4.83333,1.06011,30.3525,2170.06,175.662,6638.26,45.7459,5.14545
196,197,Ba,5.0,1.08208,30.3659,2233.35,180.716,6710.95,45.919,5.14327
197,198,Ba,5.16667,1.12848,30.3659,2270.9,184.692,6701.62,46.1242,5.13941
198,199,Ba,5.33333,1.19742,30.4156,2263.66,184.774,6711.3,46.3169,5.14692
199,200,Ba,5.5,1.26005,30.378,2267.39,184.074,6704.28,46.5061,5.14931
200,201,Ba,5.66667,1.31924,30.3364,2258.73,183.502,6705.08,46.7095,5.14039
201,202,Ba,5.83333,1.38225,30.4021,2254.5,183.152,6702.24,46.8933,5.14794
202,203,Ba,6.0,1.42789,30.3485,2217.13,116.878,6706.15,47.0824,5.1165
203,204,Ba,6.16667,1.45105,30.3029,2092.47,105.038,6712.99,47.2805,5.11584
204,205,Ba,6.33333,1.38867,30.3096,2107.3,104.974,6749.51,47.4759,5.14993
205,206,Ba,6.5,1.28935,30.3364,2213.9,111.467,6688.47,47.6347,5.14301
206,207,Ba,6.66667,1.22022,30.3592,2266.0,114.385,6697.35,47.8176,5.15322
207,208,Ba,6.83333,1.17157,30.4115,2286.77,115.671,6724.28,47.988,5.16037
208,209,Ba,7.0,1.13442,30.3525,2281.66,115.657,6678.43,48.2138,5.1581
209,210,Ba,7.16667,1.1015,30.3217,2269.66,115.95,6693.98,48.4226,5.16618
210,211,Ba,7.33333,1.05402,30.319,2268.24,113.164,6709.26,48.5582,5.1625
211,212,Ba,7.5,0.98578,30.3311,2309.06,116.782,6727.03,48.7982,5.1609
212,213,Ba,7.66667,0.90444,30.4276,2376.22,119.807,6684.73,49.007,5.15579
213,214,Ba,7.83333,0.83456,30.3364,2433.33,123.243,6701.71,49.2015,5.15158
214,215,Ba,8.0,0.77989,30.1502,2468.82,101.173,6701.26,49.4566,5.15455
215,216,Ba,8.16667,0.72835,30.2011,2505.07,100.091,6706.15,49.636,5.15961
216,217,Ba,8.33333,0.67932,30.2855,2561.01,103.759,6705.53,49.8804,5.1704
217,218,Ba,8.5,0.63523,30.4169,2596.43,103.313,6709.35,50.0499,5.18558
218,219,Ba,8.66667,0.5966,30.5241,2615.5,106.095,6713.44,50.2498,5.2009
219,220,Ba,8.83333,0.55457,30.5188,2652.34,105.785,6707.57,50.4979,5.21555
220,221,Ba,9.0,0.52102,30.4357,2666.78,82.0824,6702.06,50.7129,5.22519
221,222,Ba,9.16667,0.48307,30.1635,2684.53,79.1393,6705.97,50.9573,5.24042
222,223,Ba,9.33333,0.43281,30.0281,2730.5,81.0859,6704.37,51.1072,5.25648
223,224,Ba,9.5,0.39001,30.1394,2760.67,82.5896,6703.57,51.3999,5.28104
224,225,Ba,9.66667,0.33829,30.2895,2809.55,82.836,6703.48,51.6595,5.30799
225,226,Ba,9.83333,0.25731,30.3606,2894.92,86.4149,6703.66,51.863,5.319
226,227,Ba,10.0,0.18257,30.3056,3004.7,89.5688,6699.31,52.1636,5.33316
227,228,Ba,10.1667,0.1266,30.323,3110.44,93.2584,6705.88,52.3742,5.35243
228,229,Ba,10.3333,0.1015,30.3659,3167.13,95.0871,6698.77,52.7561,5.36948
229,230,Ba,10.5,0.08616,30.3539,3198.54,96.2086,6699.49,52.8917,5.37565
230,231,Ba,10.6667,0.07697,30.2735,3216.68,97.1552,6708.73,53.2093,5.38142
231,232,Ba,10.8333,0.06982,30.2359,3228.68,97.0766,6704.2,53.4386,5.3871
232,233,Ba,11.0,0.06296,30.2788,3242.63,97.4337,6703.39,53.7661,5.38311
233,234,Ba,11.1667,0.05773,30.2855,3252.92,98.5374,6704.64,54.0043,5.37987
234,235,Ba,11.3333,0.05288,30.2869,3263.22,98.5017,6693.44,54.2416,5.38071
235,236,Ba,11.5,0.0497,30.3163,3268.86,98.3053,6718.14,54.5369,5.37622
236,237,Ba,11.6667,0.04698,30.3565,3273.44,98.2124,6704.73,54.8938,5.36916
237,238,Ba,11.8333,0.04446,30.3807,3279.19,98.0695,6689.71,55.1383,5.36366
238,239,Ba,12.0,0.0419,30.3257,3279.62,10.0616,6700.99,55.4773,5.37645
239,240,Ba,12.1667,0.035,30.2949,3270.92,0.10358,6700.55,55.729,5.44584
240,241,Ba,12.3333,0.03034,30.2333,3250.12,0.12501,6709.7,55.9119,5.5416
241,242,Ba,12.5,0.02703,30.2105,3223.85,0.10715,6695.84,56.2179,5.65051
242,243,Ba,12.6667,0.02447,30.2105,3202.48,0.11072,6701.35,56.4525,5.76492
243,244,Ba,12.8333,0.02233,30.252,3174.19,0.10715,6697.89,56.7291,5.88031
244,245,Ba,13.0,0.02038,30.2895,3122.73,0.12858,6702.77,57.0602,5.9949
245,246,Ba,13.1667,0.01846,30.2828,2679.03,0.11072,6692.11,57.2502,6.12383
246,247,Ba,13.3333,0.01651,30.1488,2014.34,0.09287,6701.17,57.4179,6.27718
247,248,Ba,13.5,0.01483,30.067,1389.3,0.10358,6706.77,57.7061,6.44757
248,249,Ba,13.6667,0.01344,29.9089,859.207,0.12144,6718.85,57.583,6.59759
249,250,bb,0.0,0.05059,31.958,212.328,6.16453,1382.19,43.4194,5.85607
250,251,bb,0.166667,0.0493,31.5303,835.476,29.7827,2084.42,43.4853,5.34603
251,252,bb,0.333333,0.04973,30.822,910.155,32.5071,2266.47,43.5628,5.18718
252,253,bb,0.5,0.04915,30.1617,985.011,36.371,2446.84,43.6002,5.18043
253,254,bb,0.666667,0.04744,29.8891,1052.45,39.2699,2636.96,43.6572,5.18145
254,255,bb,0.833333,0.04682,29.8891,1125.99,42.2934,2816.97,43.813,5.17937
255,256,bb,1.0,0.04671,29.9279,1200.57,70.4415,2998.76,44.033,5.17395
256,257,bb,1.16667,0.04723,29.9813,1252.29,100.734,3169.55,44.0392,5.17027
257,258,bb,1.33333,0.04865,30.012,1300.43,104.758,3333.25,44.187,5.1712
258,259,bb,1.5,0.05183,30.0174,1352.58,108.597,3505.37,44.2431,5.15921
259,260,bb,1.66667,0.06115,30.0107,1399.91,112.389,3664.54,44.3811,5.16774
260,261,bb,1.83333,0.07829,30.0147,1455.18,116.951,3847.48,44.5387,5.17541
261,262,bb,2.0,0.09398,29.9973,1502.4,120.687,4034.23,44.561,5.18305
262,263,bb,2.16667,0.10079,29.9813,1554.98,125.27,4208.66,44.7311,5.18243
263,264,bb,2.33333,0.10229,29.9679,1602.45,129.138,4416.34,44.9795,5.16258
264,265,bb,2.5,0.09266,29.992,1650.2,133.64,4453.49,45.0516,5.18083
265,266,bb,2.66667,0.07758,30.0134,1707.32,137.414,4686.35,45.1674,5.1688
266,267,bb,2.83333,0.06014,30.0214,1751.52,141.293,4847.48,45.252,5.17346
267,268,bb,3.0,0.05237,30.0,1806.54,146.047,5021.28,45.3909,5.17595
268,269,bb,3.16667,0.05043,30.0013,1870.83,150.598,5198.37,45.675,5.18376
269,270,bb,3.33333,0.05002,30.016,1939.87,156.332,5363.84,45.7649,5.18833
270,271,bb,3.5,0.0501,30.0882,2011.71,162.632,5521.59,46.0321,5.1803
271,272,bb,3.66667,0.05172,30.1189,2074.75,166.887,5692.21,46.1184,5.17581
272,273,bb,3.83333,0.05693,30.0775,2141.87,172.827,5862.11,46.3535,5.17275
273,274,bb,4.0,0.07217,30.0441,2208.6,177.966,6022.17,46.4417,5.18181
274,275,bb,4.16667,0.08873,30.0655,2257.95,181.642,6155.45,46.7008,5.18922
275,276,bb,4.33333,0.10092,30.1016,2313.12,185.655,6264.35,46.7774,5.19055
276,277,bb,4.5,0.10365,30.1123,2355.54,190.477,6387.78,46.9679,5.18394
277,278,bb,4.66667,0.10534,30.1457,2410.57,194.879,6502.79,47.2511,5.19424
278,279,bb,4.83333,0.10527,30.1911,2453.92,197.265,6660.9,47.4363,5.19411
279,280,bb,5.0,0.10373,30.1564,2514.09,202.008,6776.54,47.7249,5.18718
280,281,bb,5.16667,0.11211,30.0494,2596.65,209.33,6692.48,47.8869,5.18922
281,282,bb,5.33333,0.14876,30.012,2680.27,216.663,6762.53,48.0507,5.19526
282,283,bb,5.5,0.19898,30.0,2763.21,222.575,6738.76,48.317,5.2045
283,284,bb,5.66667,0.27205,30.0067,2846.94,229.893,6746.83,48.5833,5.20827
284,285,bb,5.83333,0.37151,29.9946,2927.71,237.257,6740.8,48.8246,5.20938
285,286,bb,6.0,0.50086,30.0227,2995.44,241.072,6728.21,49.0534,5.21302
286,287,bb,6.16667,0.62152,30.024,3007.4,242.706,6742.31,49.2947,5.21431
287,288,bb,6.33333,0.7223,30.008,3003.56,241.236,6744.35,49.5824,5.21351
288,289,bb,6.5,0.80095,29.992,3002.36,242.165,6763.77,49.8317,5.21036
289,290,bb,6.66667,0.8377,30.0281,3005.3,242.963,6823.71,50.0882,5.21076
290,291,bb,6.83333,0.85439,29.9813,3000.44,241.688,6715.44,50.2974,5.20973
291,292,bb,7.0,0.85934,29.9412,3005.23,221.424,6799.24,50.5948,5.20436
292,293,bb,7.16667,0.83749,29.9305,2998.39,200.028,6700.19,50.8495,5.20596
293,294,bb,7.33333,0.80153,29.9305,3005.69,200.773,6728.03,51.0606,5.20081
294,295,bb,7.5,0.74438,29.9292,3001.79,201.3,6740.36,51.2556,5.19544
295,296,bb,7.66667,0.67386,29.9265,3004.27,200.623,6732.2,51.6207,5.19224
296,297,bb,7.83333,0.59366,29.9599,3006.65,201.748,6740.18,51.8317,5.20321
297,298,bb,8.0,0.50535,29.9439,3007.82,173.493,6743.73,52.0944,5.19899
298,299,bb,8.16667,0.41243,29.9679,3005.76,145.997,6744.26,52.2609,5.193
299,300,bb,8.33333,0.32467,29.9653,3004.03,145.584,6733.35,52.6296,5.18842
300,301,bb,8.5,0.24217,30.0067,3008.67,145.801,6767.49,52.8477,5.18784
301,302,bb,8.66667,0.16227,30.0936,3009.63,145.676,6719.79,53.1487,5.19801
302,303,bb,8.83333,0.10419,29.9986,3005.8,145.68,6727.86,53.366,5.20143
303,304,bb,9.0,0.08338,29.8597,3006.19,126.125,6740.98,53.6278,5.20476
304,305,bb,9.16667,0.08002,30.0321,3007.64,104.58,6735.92,53.7765,5.20419
305,306,bb,9.33333,0.07769,30.4531,3006.15,104.476,6733.26,54.1104,5.20601
306,307,bb,9.5,0.07544,30.846,3005.48,104.501,6737.08,54.3544,5.21457
307,308,bb,9.66667,0.07366,31.2163,3006.47,104.647,6719.61,54.4604,5.21418
308,309,bb,9.83333,0.07241,31.5851,3006.05,104.566,6736.28,54.7524,5.21155
309,310,bb,10.0,0.07132,31.8885,3010.06,91.3603,6723.16,55.0303,5.20623
310,311,bb,10.1667,0.07021,32.1398,3007.61,77.9665,6740.8,55.3366,5.21142
311,312,bb,10.3333,0.06906,32.3055,3006.54,77.7813,6736.64,55.5352,5.2136
312,313,bb,10.5,0.06812,32.4459,3007.29,77.5961,6728.92,55.7159,5.21466
313,314,bb,10.6667,0.06717,32.6129,3016.87,77.7991,6733.53,56.0303,5.21098
314,315,bb,10.8333,0.06629,32.7813,3006.15,77.767,6726.7,56.3767,5.21049
315,316,bb,11.0,0.06501,32.9056,3004.49,39.0812,6726.7,56.5022,5.21102
316,317,bb,11.1667,0.06345,32.8655,3010.45,0.0,6721.83,56.7952,5.21058
317,318,bb,11.3333,0.06236,32.8655,3008.57,0.01424,6730.25,57.1007,5.21941
318,319,bb,11.5,0.06151,32.8749,3005.73,0.01781,6714.73,57.2565,5.2207
319,320,bb,11.6667,0.06091,32.895,3008.71,0.0,6713.31,57.5913,5.22066
320,321,bb,11.8333,0.06068,32.899,3008.74,0.01424,6711.54,57.7872,5.21968
321,322,bb,12.0,0.06024,32.9043,3011.23,0.01781,6708.35,58.1149,5.23793
322,323,bb,12.1667,0.05971,32.8936,3007.57,0.01781,6687.33,58.2208,5.36232
323,324,bb,12.3333,0.0588,32.8736,3009.88,0.02137,6700.1,58.5325,5.52651
324,325,bb,12.5,0.05791,32.8602,3008.46,0.00356,6660.91,58.7863,5.70965
325,326,bb,12.6667,0.05686,32.8455,3010.3,0.00356,6578.35,58.959,5.90615
326,327,bb,12.8333,0.05576,32.8201,3011.47,0.02493,6494.02,59.2885,6.10087
327,328,bb,13.0,0.05491,32.7907,2944.56,0.02137,6423.34,59.5886,6.28077
328,329,bb,13.1667,0.05393,32.7279,2502.85,0.01781,6341.32,59.6768,6.45565
329,330,bb,13.3333,0.05281,32.4713,1998.61,0.00712,6287.58,59.8753,6.64296
330,331,bb,13.5,0.05187,32.1652,1471.5,0.02137,6247.68,60.2574,6.82042
331,332,bb,13.6667,0.05148,32.2681,890.04,0.01068,6227.99,59.8869,6.95507
332,333,Ca,0.0,0.06621,29.8236,667.187,47.4298,2306.88,41.2398,3.91324
333,334,Ca,0.166667,0.14494,29.6993,997.483,73.493,2496.62,41.3048,4.02427
334,335,Ca,0.333333,0.39177,29.6177,1165.18,86.2716,2672.74,41.3965,4.46631
335,336,Ca,0.5,0.73487,29.559,1087.61,80.4525,2857.77,41.4892,4.80647
336,337,Ca,0.666667,1.04365,29.4681,995.638,73.8315,3033.8,41.5667,5.00187
337,338,Ca,0.833333,1.2598,29.5215,929.693,68.3794,3204.5,41.6308,5.07965
338,339,Ca,1.0,1.39865,29.5349,892.962,66.2413,3366.03,41.7136,4.97938
339,340,Ca,1.16667,1.50522,29.4454,871.689,63.8538,3533.8,41.7866,5.07898
340,341,Ca,1.33333,1.53696,29.5349,883.85,65.6356,3700.41,41.8517,4.98969
341,342,Ca,1.5,1.56373,29.559,905.478,65.8137,3870.66,41.93,5.02698
342,343,Ca,1.66667,1.57853,29.4253,942.776,72.3848,4029.18,42.0022,5.07236
343,344,Ca,1.83333,1.58124,29.4908,974.933,74.9683,4195.43,42.085,5.08027
344,345,Ca,2.0,1.59309,29.5737,1006.21,78.5567,4362.48,42.1714,5.03587
345,346,Ca,2.16667,1.58734,29.5122,1051.41,82.8364,4527.13,42.2471,5.09192
346,347,Ca,2.33333,1.58108,29.5082,1088.24,84.301,4690.71,42.3415,5.06636
347,348,Ca,2.5,1.56685,29.452,1141.0,88.9122,4857.94,42.4225,5.08
348,349,Ca,2.66667,1.55185,29.452,1192.38,93.0529,5026.86,42.5321,5.09196
349,350,Ca,2.83333,1.52965,29.5095,1263.22,99.2319,5195.34,42.6327,5.06089
350,351,Ca,3.0,1.51146,29.555,1324.52,103.298,5359.45,42.7396,5.10565
351,352,Ca,3.16667,1.48927,29.5803,1394.05,109.377,5532.02,42.8474,5.11779
352,353,Ca,3.33333,1.46871,29.6218,1465.8,115.043,5699.43,42.9747,5.09716
353,354,Ca,3.5,1.44911,29.6779,1525.23,120.848,5862.48,43.103,5.11308
354,355,Ca,3.66667,1.42274,29.6672,1638.54,128.499,6018.86,43.2402,5.09579
355,356,Ca,3.83333,1.40768,29.5697,1887.43,147.941,6136.0,43.3826,5.12401
356,357,Ca,4.0,1.43182,29.5563,1919.91,150.557,6290.6,43.5652,5.12654
357,358,Ca,4.16667,1.44643,29.5977,1944.51,152.37,6343.0,43.7131,5.12241
358,359,Ca,4.33333,1.44598,29.6685,1979.97,155.781,6478.38,43.8805,5.1193
359,360,Ca,4.5,1.42463,29.6485,2031.52,159.996,6602.47,44.0506,5.11294
360,361,Ca,4.66667,1.3973,29.5068,2112.29,166.3,6680.75,44.2412,5.12872
361,362,Ca,4.83333,1.37639,29.5028,2209.11,173.573,6686.8,44.4309,5.13192
362,363,Ca,5.0,1.36414,29.5509,2291.22,180.262,6685.55,44.6019,5.12783
363,364,Ca,5.16667,1.36038,29.5122,2371.78,186.405,6692.13,44.8388,5.1369
364,365,Ca,5.33333,1.36926,29.4694,2437.16,191.715,6682.88,45.0152,5.14143
365,366,Ca,5.5,1.38765,29.4707,2487.15,195.535,6688.04,45.2058,5.13161
366,367,Ca,5.66667,1.4021,29.5269,2500.87,143.64,6691.87,45.4471,5.11623
367,368,Ca,5.83333,1.40032,29.44,2454.99,127.376,6698.63,45.6288,5.1277
368,369,Ca,6.0,1.34676,29.4213,2458.32,126.574,6674.43,45.847,5.13859
369,370,Ca,6.16667,1.26476,29.5162,2496.58,129.874,6689.55,46.0545,5.13939
370,371,Ca,6.33333,1.17293,29.5563,2560.54,133.12,6682.53,46.287,5.14534
371,372,Ca,6.5,1.10008,29.5015,2601.56,135.33,6678.44,46.499,5.14912
372,373,Ca,6.66667,1.03495,29.4694,2632.37,136.634,6685.2,46.7305,5.15037
373,374,Ca,6.83333,0.97865,29.4761,2649.67,138.116,6691.96,46.9505,5.14388
374,375,Ca,7.0,0.92075,29.4961,2668.85,138.081,6674.61,47.1634,5.15112
375,376,Ca,7.16667,0.85616,29.4788,2699.38,140.803,6689.29,47.4101,5.14646
376,377,Ca,7.33333,0.79656,29.4627,2718.17,140.871,6684.57,47.6327,5.14761
377,378,Ca,7.5,0.73315,29.4774,2745.47,142.628,6683.59,47.8723,5.14859
378,379,Ca,7.66667,0.68217,29.5068,2760.75,123.128,6683.86,48.0816,5.14739
379,380,Ca,7.83333,0.62229,29.4119,2787.7,118.692,6681.55,48.3051,5.14063
380,381,Ca,8.0,0.56096,29.3731,2813.58,120.025,6681.37,48.5501,5.14837
381,382,Ca,8.16667,0.51224,29.3745,2830.45,121.112,6704.59,48.7594,5.14814
382,383,Ca,8.33333,0.47451,29.4025,2829.32,121.233,6733.76,48.9918,5.14575
383,384,Ca,8.5,0.43131,29.4039,2840.13,121.329,6723.18,49.2599,5.14694
